[POST] /session/start -> 200 session=5105fb2b-27a8-4515-b65b-add811a29014
      "reason": "End of game penalty for remaining stock at airport COQL kit type C_PREMIUM_ECONOMY"
    },
    {
      "code": "END_OF_GAME_REMAINING_STOCK",
      "flightId": null,
      "flightNumber": null,
      "issuedDay": 29,
      "issuedHour": 23,
      "penalty": 553800.0,
      "reason": "End of game penalty for remaining stock at airport COQL kit type D_ECONOMY"
    },
    {
      "code": "END_OF_GAME_REMAINING_STOCK",
      "flightId": null,
      "flightNumber": null,
      "issuedDay": 29,
      "issuedHour": 23,
      "penalty": 194999.99999999997,
      "reason": "End of game penalty for remaining stock at airport OCOZ kit type A_FIRST_CLASS"
    },
    {
      "code": "END_OF_GAME_REMAINING_STOCK",
      "flightId": null,
      "flightNumber": null,
      "issuedDay": 29,
      "issuedHour": 23,
      "penalty": 191100.0,
      "reason": "End of game penalty for remaining stock at airport OCOZ kit type B_BUSINESS"
    },
    {
      "code": "END_OF_GAME_REMAINING_STOCK",
      "flightId": null,
      "flightNumber": null,
      "issuedDay": 29,
      "issuedHour": 23,
      "penalty": 184599.99999999997,
      "reason": "End of game penalty for remaining stock at airport OCOZ kit type C_PREMIUM_ECONOMY"
    },
    {
      "code": "END_OF_GAME_REMAINING_STOCK",
      "flightId": null,
      "flightNumber": null,
      "issuedDay": 29,
      "issuedHour": 23,
      "penalty": 286000.0,
      "reason": "End of game penalty for remaining stock at airport OCOZ kit type D_ECONOMY"
    },
    {
      "code": "END_OF_GAME_REMAINING_STOCK",
      "flightId": null,
      "flightNumber": null,
      "issuedDay": 29,
      "issuedHour": 23,
      "penalty": 512200.0,
      "reason": "End of game penalty for remaining stock at airport DYKR kit type A_FIRST_CLASS"
    },
    {
      "code": "END_OF_GAME_REMAINING_STOCK",
      "flightId": null,
      "flightNumber": null,
      "issuedDay": 29,
      "issuedHour": 23,
      "penalty": 321750.0,
      "reason": "End of game penalty for remaining stock at airport DYKR kit type B_BUSINESS"
    },
    {
      "code": "END_OF_GAME_REMAINING_STOCK",
      "flightId": null,
      "flightNumber": null,
      "issuedDay": 29,
      "issuedHour": 23,
      "penalty": 198900.0,
      "reason": "End of game penalty for remaining stock at airport DYKR kit type C_PREMIUM_ECONOMY"
    },
    {
      "code": "END_OF_GAME_REMAINING_STOCK",
      "flightId": null,
      "flightNumber": null,
      "issuedDay": 29,
      "issuedHour": 23,
      "penalty": 0.0,
      "reason": "End of game penalty for remaining stock at airport DYKR kit type D_ECONOMY"
    },
    {
      "code": "END_OF_GAME_REMAINING_STOCK",
      "flightId": null,
      "flightNumber": null,
      "issuedDay": 29,
      "issuedHour": 23,
      "penalty": 499199.99999999994,
      "reason": "End of game penalty for remaining stock at airport ATYF kit type A_FIRST_CLASS"
    },
    {
      "code": "END_OF_GAME_REMAINING_STOCK",
      "flightId": null,
      "flightNumber": null,
      "issuedDay": 29,
      "issuedHour": 23,
      "penalty": 91649.99999999999,
      "reason": "End of game penalty for remaining stock at airport ATYF kit type B_BUSINESS"
    },
    {
      "code": "END_OF_GAME_REMAINING_STOCK",
      "flightId": null,
      "flightNumber": null,
      "issuedDay": 29,
      "issuedHour": 23,
      "penalty": 193699.99999999997,
      "reason": "End of game penalty for remaining stock at airport ATYF kit type C_PREMIUM_ECONOMY"
    },
    {
      "code": "END_OF_GAME_REMAINING_STOCK",
      "flightId": null,
      "flightNumber": null,
      "issuedDay": 29,
      "issuedHour": 23,
      "penalty": 0.0,
      "reason": "End of game penalty for remaining stock at airport ATYF kit type D_ECONOMY"
    },
    {
      "code": "END_OF_GAME_REMAINING_STOCK",
      "flightId": null,
      "flightNumber": null,
      "issuedDay": 29,
      "issuedHour": 23,
      "penalty": 325000.0,
      "reason": "End of game penalty for remaining stock at airport FMNF kit type A_FIRST_CLASS"
    },
    {
      "code": "END_OF_GAME_REMAINING_STOCK",
      "flightId": null,
      "flightNumber": null,
      "issuedDay": 29,
      "issuedHour": 23,
      "penalty": 290549.99999999994,
      "reason": "End of game penalty for remaining stock at airport FMNF kit type B_BUSINESS"
    },
    {
      "code": "END_OF_GAME_REMAINING_STOCK",
      "flightId": null,
      "flightNumber": null,
      "issuedDay": 29,
      "issuedHour": 23,
      "penalty": 6500.0,
      "reason": "End of game penalty for remaining stock at airport FMNF kit type C_PREMIUM_ECONOMY"
    },
    {
      "code": "END_OF_GAME_REMAINING_STOCK",
      "flightId": null,
      "flightNumber": null,
      "issuedDay": 29,
      "issuedHour": 23,
      "penalty": 205400.0,
      "reason": "End of game penalty for remaining stock at airport FMNF kit type D_ECONOMY"
    },
    {
      "code": "END_OF_GAME_REMAINING_STOCK",
      "flightId": null,
      "flightNumber": null,
      "issuedDay": 29,
      "issuedHour": 23,
      "penalty": 130000.0,
      "reason": "End of game penalty for remaining stock at airport ZJDI kit type A_FIRST_CLASS"
    },
    {
      "code": "END_OF_GAME_REMAINING_STOCK",
      "flightId": null,
      "flightNumber": null,
      "issuedDay": 29,
      "issuedHour": 23,
      "penalty": 220350.0,
      "reason": "End of game penalty for remaining stock at airport ZJDI kit type B_BUSINESS"
    },
    {
      "code": "END_OF_GAME_REMAINING_STOCK",
      "flightId": null,
      "flightNumber": null,
      "issuedDay": 29,
      "issuedHour": 23,
      "penalty": 172900.0,
      "reason": "End of game penalty for remaining stock at airport ZJDI kit type C_PREMIUM_ECONOMY"
    },
    {
      "code": "END_OF_GAME_REMAINING_STOCK",
      "flightId": null,
      "flightNumber": null,
      "issuedDay": 29,
      "issuedHour": 23,
      "penalty": 0.0,
      "reason": "End of game penalty for remaining stock at airport ZJDI kit type D_ECONOMY"
    },
    {
      "code": "END_OF_GAME_REMAINING_STOCK",
      "flightId": null,
      "flightNumber": null,
      "issuedDay": 29,
      "issuedHour": 23,
      "penalty": 358800.0,
      "reason": "End of game penalty for remaining stock at airport ABWR kit type A_FIRST_CLASS"
    },
    {
      "code": "END_OF_GAME_REMAINING_STOCK",
      "flightId": null,
      "flightNumber": null,
      "issuedDay": 29,
      "issuedHour": 23,
      "penalty": 0.0,
      "reason": "End of game penalty for remaining stock at airport ABWR kit type B_BUSINESS"
    },
    {
      "code": "END_OF_GAME_REMAINING_STOCK",
      "flightId": null,
      "flightNumber": null,
      "issuedDay": 29,
      "issuedHour": 23,
      "penalty": 52000.0,
      "reason": "End of game penalty for remaining stock at airport ABWR kit type C_PREMIUM_ECONOMY"
    },
    {
      "code": "END_OF_GAME_REMAINING_STOCK",
      "flightId": null,
      "flightNumber": null,
      "issuedDay": 29,
      "issuedHour": 23,
      "penalty": 40299.99999999999,
      "reason": "End of game penalty for remaining stock at airport ABWR kit type D_ECONOMY"
    },
    {
      "code": "END_OF_GAME_REMAINING_STOCK",
      "flightId": null,
      "flightNumber": null,
      "issuedDay": 29,
      "issuedHour": 23,
      "penalty": 317200.0,
      "reason": "End of game penalty for remaining stock at airport WTGV kit type A_FIRST_CLASS"
    },
    {
      "code": "END_OF_GAME_REMAINING_STOCK",
      "flightId": null,
      "flightNumber": null,
      "issuedDay": 29,
      "issuedHour": 23,
      "penalty": 520650.0,
      "reason": "End of game penalty for remaining stock at airport WTGV kit type B_BUSINESS"
    },
    {
      "code": "END_OF_GAME_REMAINING_STOCK",
      "flightId": null,
      "flightNumber": null,
      "issuedDay": 29,
      "issuedHour": 23,
      "penalty": 32500.0,
      "reason": "End of game penalty for remaining stock at airport WTGV kit type C_PREMIUM_ECONOMY"
    },
    {
      "code": "END_OF_GAME_REMAINING_STOCK",
      "flightId": null,
      "flightNumber": null,
      "issuedDay": 29,
      "issuedHour": 23,
      "penalty": 414049.99999999994,
      "reason": "End of game penalty for remaining stock at airport WTGV kit type D_ECONOMY"
    },
    {
      "code": "END_OF_GAME_REMAINING_STOCK",
      "flightId": null,
      "flightNumber": null,
      "issuedDay": 29,
      "issuedHour": 23,
      "penalty": 429000.0,
      "reason": "End of game penalty for remaining stock at airport HJPR kit type A_FIRST_CLASS"
    },
    {
      "code": "END_OF_GAME_REMAINING_STOCK",
      "flightId": null,
      "flightNumber": null,
      "issuedDay": 29,
      "issuedHour": 23,
      "penalty": 575250.0,
      "reason": "End of game penalty for remaining stock at airport HJPR kit type B_BUSINESS"
    },
    {
      "code": "END_OF_GAME_REMAINING_STOCK",
      "flightId": null,
      "flightNumber": null,
      "issuedDay": 29,
      "issuedHour": 23,
      "penalty": 265200.0,
      "reason": "End of game penalty for remaining stock at airport HJPR kit type C_PREMIUM_ECONOMY"
    },
    {
      "code": "END_OF_GAME_REMAINING_STOCK",
      "flightId": null,
      "flightNumber": null,
      "issuedDay": 29,
      "issuedHour": 23,
      "penalty": 310050.0,
      "reason": "End of game penalty for remaining stock at airport HJPR kit type D_ECONOMY"
    },
    {
      "code": "END_OF_GAME_REMAINING_STOCK",
      "flightId": null,
      "flightNumber": null,
      "issuedDay": 29,
      "issuedHour": 23,
      "penalty": 278200.0,
      "reason": "End of game penalty for remaining stock at airport LZLB kit type A_FIRST_CLASS"
    },
    {
      "code": "END_OF_GAME_REMAINING_STOCK",
      "flightId": null,
      "flightNumber": null,
      "issuedDay": 29,
      "issuedHour": 23,
      "penalty": 191100.0,
      "reason": "End of game penalty for remaining stock at airport LZLB kit type B_BUSINESS"
    },
    {
      "code": "END_OF_GAME_REMAINING_STOCK",
      "flightId": null,
      "flightNumber": null,
      "issuedDay": 29,
      "issuedHour": 23,
      "penalty": 193699.99999999997,
      "reason": "End of game penalty for remaining stock at airport LZLB kit type C_PREMIUM_ECONOMY"
    },
    {
      "code": "END_OF_GAME_REMAINING_STOCK",
      "flightId": null,
      "flightNumber": null,
      "issuedDay": 29,
      "issuedHour": 23,
      "penalty": 758549.9999999999,
      "reason": "End of game penalty for remaining stock at airport LZLB kit type D_ECONOMY"
    },
    {
      "code": "END_OF_GAME_REMAINING_STOCK",
      "flightId": null,
      "flightNumber": null,
      "issuedDay": 29,
      "issuedHour": 23,
      "penalty": 239199.99999999997,
      "reason": "End of game penalty for remaining stock at airport MRIG kit type A_FIRST_CLASS"
    },
    {
      "code": "END_OF_GAME_REMAINING_STOCK",
      "flightId": null,
      "flightNumber": null,
      "issuedDay": 29,
      "issuedHour": 23,
      "penalty": 156000.0,
      "reason": "End of game penalty for remaining stock at airport MRIG kit type B_BUSINESS"
    },
    {
      "code": "END_OF_GAME_REMAINING_STOCK",
      "flightId": null,
      "flightNumber": null,
      "issuedDay": 29,
      "issuedHour": 23,
      "penalty": 161199.99999999997,
      "reason": "End of game penalty for remaining stock at airport MRIG kit type C_PREMIUM_ECONOMY"
    },
    {
      "code": "END_OF_GAME_REMAINING_STOCK",
      "flightId": null,
      "flightNumber": null,
      "issuedDay": 29,
      "issuedHour": 23,
      "penalty": 317200.0,
      "reason": "End of game penalty for remaining stock at airport MRIG kit type D_ECONOMY"
    },
    {
      "code": "END_OF_GAME_REMAINING_STOCK",
      "flightId": null,
      "flightNumber": null,
      "issuedDay": 29,
      "issuedHour": 23,
      "penalty": 429000.0,
      "reason": "End of game penalty for remaining stock at airport ZBKQ kit type A_FIRST_CLASS"
    },
    {
      "code": "END_OF_GAME_REMAINING_STOCK",
      "flightId": null,
      "flightNumber": null,
      "issuedDay": 29,
      "issuedHour": 23,
      "penalty": 380250.0,
      "reason": "End of game penalty for remaining stock at airport ZBKQ kit type B_BUSINESS"
    },
    {
      "code": "END_OF_GAME_REMAINING_STOCK",
      "flightId": null,
      "flightNumber": null,
      "issuedDay": 29,
      "issuedHour": 23,
      "penalty": 234000.0,
      "reason": "End of game penalty for remaining stock at airport ZBKQ kit type C_PREMIUM_ECONOMY"
    },
    {
      "code": "END_OF_GAME_REMAINING_STOCK",
      "flightId": null,
      "flightNumber": null,
      "issuedDay": 29,
      "issuedHour": 23,
      "penalty": 211250.0,
      "reason": "End of game penalty for remaining stock at airport ZBKQ kit type D_ECONOMY"
    },
    {
      "code": "END_OF_GAME_REMAINING_STOCK",
      "flightId": null,
      "flightNumber": null,
      "issuedDay": 29,
      "issuedHour": 23,
      "penalty": 465400.0,
      "reason": "End of game penalty for remaining stock at airport KPCB kit type A_FIRST_CLASS"
    },
    {
      "code": "END_OF_GAME_REMAINING_STOCK",
      "flightId": null,
      "flightNumber": null,
      "issuedDay": 29,
      "issuedHour": 23,
      "penalty": 302250.0,
      "reason": "End of game penalty for remaining stock at airport KPCB kit type B_BUSINESS"
    },
    {
      "code": "END_OF_GAME_REMAINING_STOCK",
      "flightId": null,
      "flightNumber": null,
      "issuedDay": 29,
      "issuedHour": 23,
      "penalty": 158600.0,
      "reason": "End of game penalty for remaining stock at airport KPCB kit type C_PREMIUM_ECONOMY"
    },
    {
      "code": "END_OF_GAME_REMAINING_STOCK",
      "flightId": null,
      "flightNumber": null,
      "issuedDay": 29,
      "issuedHour": 23,
      "penalty": 0.0,
      "reason": "End of game penalty for remaining stock at airport KPCB kit type D_ECONOMY"
    },
    {
      "code": "END_OF_GAME_REMAINING_STOCK",
      "flightId": null,
      "flightNumber": null,
      "issuedDay": 29,
      "issuedHour": 23,
      "penalty": 205400.0,
      "reason": "End of game penalty for remaining stock at airport ANFP kit type A_FIRST_CLASS"
    },
    {
      "code": "END_OF_GAME_REMAINING_STOCK",
      "flightId": null,
      "flightNumber": null,
      "issuedDay": 29,
      "issuedHour": 23,
      "penalty": 152100.0,
      "reason": "End of game penalty for remaining stock at airport ANFP kit type B_BUSINESS"
    },
    {
      "code": "END_OF_GAME_REMAINING_STOCK",
      "flightId": null,
      "flightNumber": null,
      "issuedDay": 29,
      "issuedHour": 23,
      "penalty": 180700.0,
      "reason": "End of game penalty for remaining stock at airport ANFP kit type C_PREMIUM_ECONOMY"
    },
    {
      "code": "END_OF_GAME_REMAINING_STOCK",
      "flightId": null,
      "flightNumber": null,
      "issuedDay": 29,
      "issuedHour": 23,
      "penalty": 302900.0,
      "reason": "End of game penalty for remaining stock at airport ANFP kit type D_ECONOMY"
    },
    {
      "code": "END_OF_GAME_REMAINING_STOCK",
      "flightId": null,
      "flightNumber": null,
      "issuedDay": 29,
      "issuedHour": 23,
      "penalty": 431599.99999999994,
      "reason": "End of game penalty for remaining stock at airport CFHZ kit type A_FIRST_CLASS"
    },
    {
      "code": "END_OF_GAME_REMAINING_STOCK",
      "flightId": null,
      "flightNumber": null,
      "issuedDay": 29,
      "issuedHour": 23,
      "penalty": 360749.99999999994,
      "reason": "End of game penalty for remaining stock at airport CFHZ kit type B_BUSINESS"
    },
    {
      "code": "END_OF_GAME_REMAINING_STOCK",
      "flightId": null,
      "flightNumber": null,
      "issuedDay": 29,
      "issuedHour": 23,
      "penalty": 105300.0,
      "reason": "End of game penalty for remaining stock at airport CFHZ kit type C_PREMIUM_ECONOMY"
    },
    {
      "code": "END_OF_GAME_REMAINING_STOCK",
      "flightId": null,
      "flightNumber": null,
      "issuedDay": 29,
      "issuedHour": 23,
      "penalty": 505699.99999999994,
      "reason": "End of game penalty for remaining stock at airport CFHZ kit type D_ECONOMY"
    },
    {
      "code": "END_OF_GAME_REMAINING_STOCK",
      "flightId": null,
      "flightNumber": null,
      "issuedDay": 29,
      "issuedHour": 23,
      "penalty": 449799.99999999994,
      "reason": "End of game penalty for remaining stock at airport MSKP kit type A_FIRST_CLASS"
    },
    {
      "code": "END_OF_GAME_REMAINING_STOCK",
      "flightId": null,
      "flightNumber": null,
      "issuedDay": 29,
      "issuedHour": 23,
      "penalty": 604500.0,
      "reason": "End of game penalty for remaining stock at airport MSKP kit type B_BUSINESS"
    },
    {
      "code": "END_OF_GAME_REMAINING_STOCK",
      "flightId": null,
      "flightNumber": null,
      "issuedDay": 29,
      "issuedHour": 23,
      "penalty": 182000.0,
      "reason": "End of game penalty for remaining stock at airport MSKP kit type C_PREMIUM_ECONOMY"
    },
    {
      "code": "END_OF_GAME_REMAINING_STOCK",
      "flightId": null,
      "flightNumber": null,
      "issuedDay": 29,
      "issuedHour": 23,
      "penalty": 207350.0,
      "reason": "End of game penalty for remaining stock at airport MSKP kit type D_ECONOMY"
    },
    {
      "code": "END_OF_GAME_REMAINING_STOCK",
      "flightId": null,
      "flightNumber": null,
      "issuedDay": 29,
      "issuedHour": 23,
      "penalty": 501800.0,
      "reason": "End of game penalty for remaining stock at airport OKVO kit type A_FIRST_CLASS"
    },
    {
      "code": "END_OF_GAME_REMAINING_STOCK",
      "flightId": null,
      "flightNumber": null,
      "issuedDay": 29,
      "issuedHour": 23,
      "penalty": 306150.0,
      "reason": "End of game penalty for remaining stock at airport OKVO kit type B_BUSINESS"
    },
    {
      "code": "END_OF_GAME_REMAINING_STOCK",
      "flightId": null,
      "flightNumber": null,
      "issuedDay": 29,
      "issuedHour": 23,
      "penalty": 66300.0,
      "reason": "End of game penalty for remaining stock at airport OKVO kit type C_PREMIUM_ECONOMY"
    },
    {
      "code": "END_OF_GAME_REMAINING_STOCK",
      "flightId": null,
      "flightNumber": null,
      "issuedDay": 29,
      "issuedHour": 23,
      "penalty": 0.0,
      "reason": "End of game penalty for remaining stock at airport OKVO kit type D_ECONOMY"
    },
    {
      "code": "END_OF_GAME_REMAINING_STOCK",
      "flightId": null,
      "flightNumber": null,
      "issuedDay": 29,
      "issuedHour": 23,
      "penalty": 389999.99999999994,
      "reason": "End of game penalty for remaining stock at airport SANT kit type A_FIRST_CLASS"
    },
    {
      "code": "END_OF_GAME_REMAINING_STOCK",
      "flightId": null,
      "flightNumber": null,
      "issuedDay": 29,
      "issuedHour": 23,
      "penalty": 136500.0,
      "reason": "End of game penalty for remaining stock at airport SANT kit type B_BUSINESS"
    },
    {
      "code": "END_OF_GAME_REMAINING_STOCK",
      "flightId": null,
      "flightNumber": null,
      "issuedDay": 29,
      "issuedHour": 23,
      "penalty": 150799.99999999997,
      "reason": "End of game penalty for remaining stock at airport SANT kit type C_PREMIUM_ECONOMY"
    },
    {
      "code": "END_OF_GAME_REMAINING_STOCK",
      "flightId": null,
      "flightNumber": null,
      "issuedDay": 29,
      "issuedHour": 23,
      "penalty": 104650.0,
      "reason": "End of game penalty for remaining stock at airport SANT kit type D_ECONOMY"
    },
    {
      "code": "END_OF_GAME_REMAINING_STOCK",
      "flightId": null,
      "flightNumber": null,
      "issuedDay": 29,
      "issuedHour": 23,
      "penalty": 46800.0,
      "reason": "End of game penalty for remaining stock at airport CLLM kit type A_FIRST_CLASS"
    },
    {
      "code": "END_OF_GAME_REMAINING_STOCK",
      "flightId": null,
      "flightNumber": null,
      "issuedDay": 29,
      "issuedHour": 23,
      "penalty": 395849.99999999994,
      "reason": "End of game penalty for remaining stock at airport CLLM kit type B_BUSINESS"
    },
    {
      "code": "END_OF_GAME_REMAINING_STOCK",
      "flightId": null,
      "flightNumber": null,
      "issuedDay": 29,
      "issuedHour": 23,
      "penalty": 110500.0,
      "reason": "End of game penalty for remaining stock at airport CLLM kit type C_PREMIUM_ECONOMY"
    },
    {
      "code": "END_OF_GAME_REMAINING_STOCK",
      "flightId": null,
      "flightNumber": null,
      "issuedDay": 29,
      "issuedHour": 23,
      "penalty": 115700.0,
      "reason": "End of game penalty for remaining stock at airport CLLM kit type D_ECONOMY"
    },
    {
      "code": "END_OF_GAME_REMAINING_STOCK",
      "flightId": null,
      "flightNumber": null,
      "issuedDay": 29,
      "issuedHour": 23,
      "penalty": 249599.99999999997,
      "reason": "End of game penalty for remaining stock at airport ZGVH kit type A_FIRST_CLASS"
    },
    {
      "code": "END_OF_GAME_REMAINING_STOCK",
      "flightId": null,
      "flightNumber": null,
      "issuedDay": 29,
      "issuedHour": 23,
      "penalty": 220350.0,
      "reason": "End of game penalty for remaining stock at airport ZGVH kit type B_BUSINESS"
    },
    {
      "code": "END_OF_GAME_REMAINING_STOCK",
      "flightId": null,
      "flightNumber": null,
      "issuedDay": 29,
      "issuedHour": 23,
      "penalty": 27300.0,
      "reason": "End of game penalty for remaining stock at airport ZGVH kit type C_PREMIUM_ECONOMY"
    },
    {
      "code": "END_OF_GAME_REMAINING_STOCK",
      "flightId": null,
      "flightNumber": null,
      "issuedDay": 29,
      "issuedHour": 23,
      "penalty": 0.0,
      "reason": "End of game penalty for remaining stock at airport ZGVH kit type D_ECONOMY"
    },
    {
      "code": "END_OF_GAME_REMAINING_STOCK",
      "flightId": null,
      "flightNumber": null,
      "issuedDay": 29,
      "issuedHour": 23,
      "penalty": 314600.0,
      "reason": "End of game penalty for remaining stock at airport ZTWY kit type A_FIRST_CLASS"
    },
    {
      "code": "END_OF_GAME_REMAINING_STOCK",
      "flightId": null,
      "flightNumber": null,
      "issuedDay": 29,
      "issuedHour": 23,
      "penalty": 278850.0,
      "reason": "End of game penalty for remaining stock at airport ZTWY kit type B_BUSINESS"
    },
    {
      "code": "END_OF_GAME_REMAINING_STOCK",
      "flightId": null,
      "flightNumber": null,
      "issuedDay": 29,
      "issuedHour": 23,
      "penalty": 156000.0,
      "reason": "End of game penalty for remaining stock at airport ZTWY kit type C_PREMIUM_ECONOMY"
    },
    {
      "code": "END_OF_GAME_REMAINING_STOCK",
      "flightId": null,
      "flightNumber": null,
      "issuedDay": 29,
      "issuedHour": 23,
      "penalty": 157949.99999999997,
      "reason": "End of game penalty for remaining stock at airport ZTWY kit type D_ECONOMY"
    },
    {
      "code": "END_OF_GAME_REMAINING_STOCK",
      "flightId": null,
      "flightNumber": null,
      "issuedDay": 29,
      "issuedHour": 23,
      "penalty": 436800.0,
      "reason": "End of game penalty for remaining stock at airport TLQJ kit type A_FIRST_CLASS"
    },
    {
      "code": "END_OF_GAME_REMAINING_STOCK",
      "flightId": null,
      "flightNumber": null,
      "issuedDay": 29,
      "issuedHour": 23,
      "penalty": 0.0,
      "reason": "End of game penalty for remaining stock at airport TLQJ kit type B_BUSINESS"
    },
    {
      "code": "END_OF_GAME_REMAINING_STOCK",
      "flightId": null,
      "flightNumber": null,
      "issuedDay": 29,
      "issuedHour": 23,
      "penalty": 102700.0,
      "reason": "End of game penalty for remaining stock at airport TLQJ kit type C_PREMIUM_ECONOMY"
    },
    {
      "code": "END_OF_GAME_REMAINING_STOCK",
      "flightId": null,
      "flightNumber": null,
      "issuedDay": 29,
      "issuedHour": 23,
      "penalty": 0.0,
      "reason": "End of game penalty for remaining stock at airport TLQJ kit type D_ECONOMY"
    },
    {
      "code": "END_OF_GAME_REMAINING_STOCK",
      "flightId": null,
      "flightNumber": null,
      "issuedDay": 29,
      "issuedHour": 23,
      "penalty": 371800.0,
      "reason": "End of game penalty for remaining stock at airport ATAV kit type A_FIRST_CLASS"
    },
    {
      "code": "END_OF_GAME_REMAINING_STOCK",
      "flightId": null,
      "flightNumber": null,
      "issuedDay": 29,
      "issuedHour": 23,
      "penalty": 596700.0,
      "reason": "End of game penalty for remaining stock at airport ATAV kit type B_BUSINESS"
    },
    {
      "code": "END_OF_GAME_REMAINING_STOCK",
      "flightId": null,
      "flightNumber": null,
      "issuedDay": 29,
      "issuedHour": 23,
      "penalty": 183299.99999999997,
      "reason": "End of game penalty for remaining stock at airport ATAV kit type C_PREMIUM_ECONOMY"
    },
    {
      "code": "END_OF_GAME_REMAINING_STOCK",
      "flightId": null,
      "flightNumber": null,
      "issuedDay": 29,
      "issuedHour": 23,
      "penalty": 453700.0,
      "reason": "End of game penalty for remaining stock at airport ATAV kit type D_ECONOMY"
    },
    {
      "code": "END_OF_GAME_REMAINING_STOCK",
      "flightId": null,
      "flightNumber": null,
      "issuedDay": 29,
      "issuedHour": 23,
      "penalty": 343200.0,
      "reason": "End of game penalty for remaining stock at airport UYGT kit type A_FIRST_CLASS"
    },
    {
      "code": "END_OF_GAME_REMAINING_STOCK",
      "flightId": null,
      "flightNumber": null,
      "issuedDay": 29,
      "issuedHour": 23,
      "penalty": 52650.0,
      "reason": "End of game penalty for remaining stock at airport UYGT kit type B_BUSINESS"
    },
    {
      "code": "END_OF_GAME_REMAINING_STOCK",
      "flightId": null,
      "flightNumber": null,
      "issuedDay": 29,
      "issuedHour": 23,
      "penalty": 7799.999999999999,
      "reason": "End of game penalty for remaining stock at airport UYGT kit type C_PREMIUM_ECONOMY"
    },
    {
      "code": "END_OF_GAME_REMAINING_STOCK",
      "flightId": null,
      "flightNumber": null,
      "issuedDay": 29,
      "issuedHour": 23,
      "penalty": 85800.0,
      "reason": "End of game penalty for remaining stock at airport UYGT kit type D_ECONOMY"
    },
    {
      "code": "END_OF_GAME_REMAINING_STOCK",
      "flightId": null,
      "flightNumber": null,
      "issuedDay": 29,
      "issuedHour": 23,
      "penalty": 436800.0,
      "reason": "End of game penalty for remaining stock at airport PIGM kit type A_FIRST_CLASS"
    },
    {
      "code": "END_OF_GAME_REMAINING_STOCK",
      "flightId": null,
      "flightNumber": null,
      "issuedDay": 29,
      "issuedHour": 23,
      "penalty": 198900.0,
      "reason": "End of game penalty for remaining stock at airport PIGM kit type B_BUSINESS"
    },
    {
      "code": "END_OF_GAME_REMAINING_STOCK",
      "flightId": null,
      "flightNumber": null,
      "issuedDay": 29,
      "issuedHour": 23,
      "penalty": 146900.0,
      "reason": "End of game penalty for remaining stock at airport PIGM kit type C_PREMIUM_ECONOMY"
    },
    {
      "code": "END_OF_GAME_REMAINING_STOCK",
      "flightId": null,
      "flightNumber": null,
      "issuedDay": 29,
      "issuedHour": 23,
      "penalty": 215799.99999999997,
      "reason": "End of game penalty for remaining stock at airport PIGM kit type D_ECONOMY"
    },
    {
      "code": "END_OF_GAME_REMAINING_STOCK",
      "flightId": null,
      "flightNumber": null,
      "issuedDay": 29,
      "issuedHour": 23,
      "penalty": 257399.99999999994,
      "reason": "End of game penalty for remaining stock at airport XYWK kit type A_FIRST_CLASS"
    },
    {
      "code": "END_OF_GAME_REMAINING_STOCK",
      "flightId": null,
      "flightNumber": null,
      "issuedDay": 29,
      "issuedHour": 23,
      "penalty": 282750.0,
      "reason": "End of game penalty for remaining stock at airport XYWK kit type B_BUSINESS"
    },
    {
      "code": "END_OF_GAME_REMAINING_STOCK",
      "flightId": null,
      "flightNumber": null,
      "issuedDay": 29,
      "issuedHour": 23,
      "penalty": 161199.99999999997,
      "reason": "End of game penalty for remaining stock at airport XYWK kit type C_PREMIUM_ECONOMY"
    },
    {
      "code": "END_OF_GAME_REMAINING_STOCK",
      "flightId": null,
      "flightNumber": null,
      "issuedDay": 29,
      "issuedHour": 23,
      "penalty": 0.0,
      "reason": "End of game penalty for remaining stock at airport XYWK kit type D_ECONOMY"
    },
    {
      "code": "END_OF_GAME_REMAINING_STOCK",
      "flightId": null,
      "flightNumber": null,
      "issuedDay": 29,
      "issuedHour": 23,
      "penalty": 522600.0,
      "reason": "End of game penalty for remaining stock at airport KUNB kit type A_FIRST_CLASS"
    },
    {
      "code": "END_OF_GAME_REMAINING_STOCK",
      "flightId": null,
      "flightNumber": null,
      "issuedDay": 29,
      "issuedHour": 23,
      "penalty": 573300.0,
      "reason": "End of game penalty for remaining stock at airport KUNB kit type B_BUSINESS"
    },
    {
      "code": "END_OF_GAME_REMAINING_STOCK",
      "flightId": null,
      "flightNumber": null,
      "issuedDay": 29,
      "issuedHour": 23,
      "penalty": 191100.0,
      "reason": "End of game penalty for remaining stock at airport KUNB kit type C_PREMIUM_ECONOMY"
    },
    {
      "code": "END_OF_GAME_REMAINING_STOCK",
      "flightId": null,
      "flightNumber": null,
      "issuedDay": 29,
      "issuedHour": 23,
      "penalty": 286649.99999999994,
      "reason": "End of game penalty for remaining stock at airport KUNB kit type D_ECONOMY"
    },
    {
      "code": "END_OF_GAME_REMAINING_STOCK",
      "flightId": null,
      "flightNumber": null,
      "issuedDay": 29,
      "issuedHour": 23,
      "penalty": 361400.0,
      "reason": "End of game penalty for remaining stock at airport GEJJ kit type A_FIRST_CLASS"
    },
    {
      "code": "END_OF_GAME_REMAINING_STOCK",
      "flightId": null,
      "flightNumber": null,
      "issuedDay": 29,
      "issuedHour": 23,
      "penalty": 723450.0,
